Image_Name,Polygon_ID,OSM_ID,Centroid_X,Centroid_Y,Centroid_Longitude,Centroid_Latitude,Area_Pixels,Area_Meters
Atlanta_03,293,51310255,-4515799.3437,2747092.4603,-84.2906,33.7764,8367,194.0949
Atlanta_03,294,51310257,-4515799.307,2747092.4602,-84.285,33.7764,11710,272.4435
Atlanta_03,295,51310264,-4515799.3235,2747092.4596,-84.2875,33.7765,9245,214.8279
Atlanta_03,296,51310271,-4515799.3036,2747092.4587,-84.2845,33.7766,4911,114.1039
Atlanta_03,297,51310671,-4515799.3443,2747092.4758,-84.2907,33.774,48317,1123.9623
Atlanta_03,298,51310674,-4515799.3297,2747092.4748,-84.2885,33.7742,15186,353.1183
Atlanta_03,299,51310676,-4515799.3345,2747092.4746,-84.2892,33.7742,10422,242.3619
Atlanta_03,300,51310682,-4515799.3425,2747092.4739,-84.2904,33.7743,11527,268.226
Atlanta_03,301,51310683,-4515799.3362,2747092.4738,-84.2895,33.7743,12775,296.6023
Atlanta_03,302,51310688,-4515799.3433,2747092.4705,-84.2906,33.7748,12896,300.5729
Atlanta_03,303,51311014,-4515799.3025,2747092.4838,-84.2843,33.7728,16431,381.5582
Atlanta_03,304,51311016,-4515799.3555,2747092.4835,-84.2924,33.7728,10806,250.8407
Atlanta_03,305,51311024,-4515799.3114,2747092.4837,-84.2857,33.7728,54721,1271.2438
Atlanta_03,306,51311036,-4515799.3588,2747092.4806,-84.2929,33.7733,11489,266.0623
Atlanta_03,307,51311037,-4515799.3428,2747092.4806,-84.2905,33.7733,8701,201.9895
Atlanta_03,308,51311041,-4515799.3238,2747092.4805,-84.2876,33.7733,7783,180.6825
Atlanta_03,309,51312282,-4515799.3073,2747092.4716,-84.2851,33.7747,15497,360.5128
Atlanta_03,310,51312301,-4515799.3388,2747092.4673,-84.2899,33.7753,18437,427.6062
Atlanta_03,311,51312310,-4515799.3195,2747092.4658,-84.2869,33.7755,8847,205.5881
Atlanta_03,312,51312330,-4515799.3481,2747092.4642,-84.2913,33.7758,7244,167.9507
Atlanta_03,313,51312331,-4515799.3344,2747092.464,-84.2892,33.7758,9029,211.3477
Atlanta_03,314,51312336,-4515799.3317,2747092.4638,-84.2888,33.7758,8347,193.6916
Atlanta_03,315,51312339,-4515799.3493,2747092.4639,-84.2915,33.7758,14037,326.088
Atlanta_03,316,51312342,-4515799.3284,2747092.4633,-84.2883,33.7759,11339,263.4802
Atlanta_03,317,51312604,-4515799.3331,2747092.4911,-84.289,33.7717,2380,56.019
Atlanta_03,318,51312611,-4515799.3069,2747092.4897,-84.285,33.7719,16002,372.1121
Atlanta_03,319,51312976,-4515799.3439,2747092.4576,-84.2906,33.7768,6541,151.0642
Atlanta_03,320,51312979,-4515799.3196,2747092.4576,-84.2869,33.7768,10861,252.4058
Atlanta_03,321,51312981,-4515799.3117,2747092.4574,-84.2857,33.7768,11047,256.5672
Atlanta_03,322,51312983,-4515799.3178,2747092.4574,-84.2867,33.7768,12377,287.9911
Atlanta_03,323,51312989,-4515799.3438,2747092.4567,-84.2906,33.7769,7876,182.531
Atlanta_03,324,51313009,-4515799.344,2747092.4552,-84.2907,33.7772,1272,30.4747
Atlanta_03,325,51313676,-4515799.3091,2747092.4807,-84.2853,33.7733,112114,2606.0717
Atlanta_03,326,51313677,-4515799.3498,2747092.4789,-84.2915,33.7735,5027,116.7946
Atlanta_03,327,51313683,-4515799.3188,2747092.4767,-84.2868,33.7739,6723,156.0335
Atlanta_03,328,51313685,-4515799.3536,2747092.4761,-84.2921,33.774,1162,26.7924
Atlanta_03,329,51313686,-4515799.3258,2747092.476,-84.2879,33.774,6780,157.5589
Atlanta_03,330,51314204,-4515799.3606,2747092.4883,-84.2932,33.7721,8171,189.4769
Atlanta_03,331,51314208,-4515799.3303,2747092.4877,-84.2886,33.7722,27503,639.1602
Atlanta_03,332,51314210,-4515799.3263,2747092.4871,-84.288,33.7723,5408,125.6078
Atlanta_03,333,51314211,-4515799.3601,2747092.4869,-84.2931,33.7723,1911,44.6566
Atlanta_03,334,51314482,-4515799.3221,2747092.4628,-84.2873,33.776,11584,269.1572
Atlanta_03,335,51314485,-4515799.3468,2747092.4611,-84.2911,33.7763,10457,243.0105
Atlanta_03,336,51314489,-4515799.2991,2747092.4603,-84.2838,33.7764,3938,90.6065
Atlanta_03,337,51314490,-4515799.3133,2747092.4599,-84.286,33.7764,2016,46.8849
Atlanta_03,338,51314495,-4515799.3029,2747092.4592,-84.2844,33.7765,2164,50.1081
Atlanta_03,339,51314496,-4515799.3467,2747092.4592,-84.2911,33.7765,6933,161.1022
Atlanta_03,340,51314498,-4515799.3188,2747092.4591,-84.2868,33.7766,3186,73.9603
Atlanta_03,341,51314502,-4515799.3166,2747092.4582,-84.2865,33.7767,787,18.29
Atlanta_03,342,51314504,-4515799.3466,2747092.4584,-84.2911,33.7767,6701,155.4677
Atlanta_03,343,51315014,-4515799.3189,2747092.4699,-84.2868,33.7749,11445,265.5085
Atlanta_03,344,51315020,-4515799.3159,2747092.4681,-84.2864,33.7752,3751,87.3504
Atlanta_03,345,51315366,-4515799.3465,2747092.4839,-84.291,33.7728,1807,42.0814
Atlanta_03,346,51315367,-4515799.3489,2747092.4841,-84.2914,33.7728,10294,239.341
Atlanta_03,347,51315369,-4515799.3,2747092.4837,-84.284,33.7728,1204,27.9787
Atlanta_03,348,51315370,-4515799.3522,2747092.4833,-84.2919,33.7729,9499,220.6981
Atlanta_03,349,51315378,-4515799.3552,2747092.4823,-84.2924,33.773,19005,442.6266
Atlanta_03,350,51315379,-4515799.3431,2747092.482,-84.2905,33.7731,9424,219.8651
Atlanta_03,351,51315390,-4515799.3458,2747092.4806,-84.2909,33.7733,3466,80.4994
Atlanta_03,352,51315392,-4515799.3447,2747092.4805,-84.2908,33.7733,5206,121.0409
Atlanta_03,353,87635135,-4515799.3631,2747092.4623,-84.2936,33.7761,47448,1103.1207
Atlanta_03,354,307773271,-4515799.3538,2747092.4911,-84.2922,33.7717,3380,79.8167
Atlanta_03,355,,-4515799.348,2747092.4588,-84.2913,33.7766,519,12.2944
Atlanta_03,356,,-4515799.3062,2747092.4655,-84.2849,33.7756,2992,69.2443
Atlanta_03,357,,-4515799.3103,2747092.4645,-84.2855,33.7757,8764,203.5284
Atlanta_03,358,,-4515799.3202,2747092.4674,-84.287,33.7753,2586,59.9824
Atlanta_03,359,,-4515799.3459,2747092.4772,-84.291,33.7738,10469,243.1186
Atlanta_03,360,,-4515246.349,2747314.0342,0,0,25364,0
Atlanta_03,361,,-4515246.349,2747314.0342,0,0,93354,0
